COHORT: META-GROUP2; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	32.801246961694474	1.1450681406908975e-05	4.9411686685681815	0.013579	0.0214830395852572	0.000258426	15.0	16.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KIF9	30.87988016058763	2.6723516355612173e-05	4.573106396744318	0.484807	0.575329793399795	7.06372e-07	25.0	82.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DSEL	28.841023271699886	6.519908086995495e-05	4.185758526598146	0.0124232	0.030819045993025	0.00142626	22.0	77.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
APBA3	25.727705529210887	0.0002502022848500487	3.60170872864245	0.0116824	0.164675517221868	0.00134629	39.0	105.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ADI1	25.670344405418206	0.00025642341125924637	3.5910423265925573	0.975774	0.0006536172912834	0.0041791	17.0	34.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
TMEM9B	20.94464991236047	0.00032477193945992415	3.4884215011801296	NA	0.0010257315461657	0.027599	NA	18.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
STK38L	20.87105186056909	0.0003358650515936488	3.4738351842788173	NA	0.0001667716361832	0.176111	NA	11.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PURG	20.85300759534426	0.0003386415969036159	3.4702596965633594	NA	0.208519795514343	0.000142128	NA	19.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
LURAP1L	24.7598586032218	0.00037823510151278834	3.422238169605409	0.000251641	0.0570119278232286	0.292899	9.0	26.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DLEU7	24.4122931435827	0.0004384733522953522	3.358056795234641	0.00979373	0.080086249114731	0.00637429	6.0	13.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
KAT2B	24.310784133758183	0.0004577834766835757	3.3393398868791473	0.0606067	0.0436585691405621	0.00198788	13.0	45.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PAQR5	23.42965897259073	0.0006646352369291145	3.1774166374807176	0.306817	0.0003663807330906	0.0726946	11.0	23.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
DLEU7-AS1	19.362990921339552	0.0006668252018853099	3.1759879948774854	0.00979373	NA	0.00637429	6.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
TFCP2L1	23.228093485615595	0.0007235747012206064	3.140516626047108	0.0520241	0.0018422279657895	0.0943052	10.0	40.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
C12orf60	23.10696090898985	0.0007614346630219128	3.118367356551748	0.39908	0.0177891269492137	0.00135261	7.0	24.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
PSG7	22.440464762763504	0.001007261972132321	2.996857561963805	0.00637805	0.297172683720856	0.00706998	22.0	85.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
JADE1	22.339363305977496	0.001050799591853714	2.97848010457241	0.0442246	0.0510403412566328	0.00624441	6.0	43.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
C11orf63	13.694747748088494	0.0010622416134898	2.9737766890259087	NA	0.0010622416134898	NA	NA	68.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
OR2T8	22.098265551199738	0.001162211913739894	2.934714676956981	0.0177751	0.0061363430128891	0.145781	5.0	5.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
ARHGEF38	22.088663905527753	0.0011668808582498134	2.93297348435404	0.00754437	0.0058656973833109	0.361048	15.0	58.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP2
