COHORT: INITIAL-DISCOVERY; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	63.01147218879013	6.748273426524675e-13	12.170807328983752	0.013579	1.52885e-12	15.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
P2RY10	20.49505107477776	3.544509999999998e-05	4.450443794050646	NA	3.54451e-05	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
KNOP1	24.774301142244163	5.584920669158126e-05	4.252982991427793	0.0243794	0.000171122	17.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
TREML1	23.82494552044968	8.65940860323221e-05	4.06251176723475	0.33677	1.99134e-05	9.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
RPS20	16.944143306390398	0.0002092310000000002	3.679373969271635	NA	0.000209231	NA	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
ADGB	21.708756546176073	0.00022902463146228994	3.6401178070361446	0.0232759	0.000830036	50.0	268.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
IPO4	20.393371267072514	0.00041756604915922115	3.379274819541734	0.133618	0.000279107	27.0	208.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
IRX6	19.836050385463324	0.0005380225512144768	3.2691995204995035	0.151714	0.000324811	12.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
SEPTIN5	19.77072964817613	0.0005542217870251692	3.2563164056580356	0.71969	7.07449e-05	5.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
LIG3	18.980864054236434	0.0007927771312636406	3.100848886158068	0.00810369	0.00932556	15.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
XKR7	18.86221808066733	0.0008364728914241127	3.0775481291734224	0.000483158	0.165971	13.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
KIF2C	18.839443660798764	0.0008451288219883444	3.0730770870094486	0.00889171	0.00912182	7.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
NOP53	18.81114836116589	0.0008560065421793942	3.067522916138789	0.0125628	0.00654824	28.0	131.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
CELA3B	18.349851379329234	0.0010541724140062918	2.977088352759269	0.393721	0.000263143	8.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
RAP1A	13.709509884840969	0.0010544299999999996	2.976982246292259	NA	0.00105443	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
MET	18.320754105244948	0.0010680918933509247	2.971391381147908	0.0267918	0.00392371	24.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
SEPT5-GP1BB	18.284800204266702	0.0010855424798440992	2.9643531769070206	0.71969	0.000148717	5.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
MYH14	17.999215318829314	0.0012345338849348879	2.9084969852474156	0.157651	0.000783111	57.0	449.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
EVX1-AS	17.976912282675006	0.0012469856736209498	2.904138536018737	0.547258	0.000228124	15.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
EVX1	17.976912282675006	0.0012469856736209498	2.904138536018737	0.547258	0.000228124	15.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
LOC101928123	13.296729324389885	0.0012961400000000005	2.8873480864718406	NA	0.00129614	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
FCAR	17.856745756592233	0.001316239761807677	2.8806649938939963	0.114835	0.00115447	11.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
MYOF	17.6680388109514	0.0014327327230718773	2.843834819875823	0.000343471	0.424174	63.0	347.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
DCLK1	17.49302080160139	0.0015498438617725153	2.809712052401474	0.339552	0.000468309	3.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
ZNF433-AS1	17.258327938694627	0.0017218300649665423	2.764009713212857	0.912843	0.000195887	28.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	INITIAL-DISCOVERY
 
COHORT: INITIAL-DISCOVERY; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 3
