COHORT: META-GROUP1; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	70.69245521210854	2.948123741720701e-13	12.530454291770027	0.013579	0.0214830395852572	1.52885e-12	15.0	16.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
P2RY10	20.49505107477776	3.544509999999998e-05	4.450443794050646	NA	NA	3.54451e-05	NA	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
STK38L	23.97292559328439	8.087908429657285e-05	4.092163774419983	NA	0.0001667716361832	0.0373442	NA	11.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
TREML1	27.443434780641873	0.00011956940371306686	3.9223799365560192	0.33677	0.163777802913243	1.99134e-05	9.0	29.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
KNOP1	24.929815828495148	0.00035182352078022984	3.4536751296210197	0.0243794	0.925188902754562	0.000171122	17.0	39.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
MET	24.501684735807423	0.0004221338131729378	3.374549859202443	0.0267918	0.0454807865751501	0.00392371	24.0	97.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
SEPTIN5	19.77072964817613	0.0005542217870251692	3.2563164056580356	0.71969	NA	7.07449e-05	5.0	NA	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
RNF114	23.592371688352145	0.0006205215946459187	3.2072431001082475	0.750554	0.0002560120421331	0.0392048	6.0	23.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
DCAF1	23.173110808783136	0.0007405245890818995	3.130460516176823	0.616782	0.0002538026319691	0.0593465	10.0	66.0	98.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
IRX6	23.151570218336346	0.0007472708878986099	3.1265219366134467	0.151714	0.190565384718304	0.000324811	12.0	49.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
CFAP52	23.03133142710341	0.0007860525080797779	3.104548442246042	0.0152275	0.0240580978725804	0.027222	13.0	57.0	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
LAT	22.86849602029227	0.0008417403627942374	3.0748218472110267	0.546265	0.0005253972822846	0.0376945	11.0	24.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
NOP53	18.81114836116589	0.0008560065421793942	3.067522916138789	0.0125628	NA	0.00654824	28.0	NA	131.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
PANK4	22.734380872363065	0.0008905007297427039	3.0503657203073073	0.0372242	0.0008613712803947	0.360808	24.0	60.0	178.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
ADGB	22.6346895433394	0.0009285321674895817	3.0322030462362823	0.0232759	0.629413718407244	0.000830036	50.0	149.0	268.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
RPL13A	22.61405758045291	0.0009365999590444884	3.0284458655447066	0.0843329	0.0262165370051678	0.00555709	6.0	11.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
DCLK1	18.517492227886386	0.0009773991011272855	3.0099280647099746	NA	0.203444123248723	0.000468309	NA	35.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
LURAP1L	22.44302759414103	0.0010061816579018837	2.997323603870343	0.000251641	0.0570119278232286	0.932849	9.0	26.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
C11orf63	13.694747748088494	0.0010622416134898	2.9737766890259087	NA	0.0010622416134898	NA	NA	68.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
SEPT5-GP1BB	18.284800204266702	0.0010855424798440992	2.9643531769070206	0.71969	NA	0.000148717	5.0	NA	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
EVX1-AS	17.976912282675006	0.0012469856736209498	2.904138536018737	0.547258	NA	0.000228124	15.0	NA	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
LOC101928123	13.296729324389885	0.0012961400000000005	2.8873480864718406	NA	NA	0.00129614	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
GDF9	21.719587913683505	0.0013609821896038155	2.866147558123186	0.0468296	0.0004364251712774	0.940202	7.0	43.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
ADORA1	21.62679660655935	0.0014145599322864513	2.8493786475637233	0.500647	0.0005856064517807	0.0686536	6.0	26.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
GSTM5	21.49523728270505	0.001494079751350892	2.825626220025836	0.00217477	0.0708440149128346	0.139525	7.0	22.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	114.64131788184143	2.171184039729257e-22	21.66330336215071	1.21058e-05	1.23743257136136e-07	8.51999e-14	17.0	18.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
P2RY10	20.49505107477776	3.544509999999998e-05	4.450443794050646	NA	NA	3.54451e-05	NA	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
STK38L	23.97292559328439	8.087908429657285e-05	4.092163774419983	NA	0.0001667716361832	0.0373442	NA	11.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
ABCC3	26.768939711552946	0.00015997429001085827	3.7959498086166032	0.060822	0.259520987754858	9.74912e-05	62.0	161.0	346.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
PANK4	26.244483282269098	0.00020046211099488366	3.69796770055409	0.0674404	0.0008613712803947	0.0344328	25.0	60.0	179.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
GDF9	26.0613683825733	0.00021685727011709095	3.663826013594493	0.0929277	3.66034020865596e-05	0.644435	9.0	44.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
FLNC	25.17834114108223	0.00031644193984261046	3.4997059618521553	0.223171	0.0298832485116819	0.000511125	80.0	235.0	487.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SEZ6L2	24.729635761137175	0.00038313210747559624	3.416651451475061	0.0199365	0.0004490051230869	0.476571	16.0	91.0	167.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
SQSTM1	24.48745970155513	0.0004246932529171925	3.3719246385716195	0.00245492	0.0287300902708776	0.0682718	27.0	57.0	162.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
RP11-548K23.11	15.466122116689498	0.00043810100973390025	3.358425745860045	NA	0.0004381010097339	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP1
